id,type,acct_balance,degree,inDegree,outDegree,pagerank
18462,703-004-5387,6214.714,"","","",0.27920371738274696
18570,703-004-5380,9126.348,3,2,1,0.8671364558214812
18683,703-004-5384,8339.479,5,2,3,1.0736228128351029
1870,207-008-2398,9796.357,4,1,3,0.4964720851803832
18921,703-004-5382,6934.4644,5,4,1,1.9308551937949978
19051,703-004-5395,6341.6074,7,2,5,1.0025329903512157
19390,703-004-5390,3622.3584,7,1,6,0.5837684390944268
19404,703-004-5393,6292.2056,6,2,4,0.7917340932077334
19549,703-004-5388,9643.605,5,2,3,0.6510100010307718
19817,703-004-5394,2166.7559,2,1,1,1.090582308930258
19822,703-004-5385,8576.137,8,5,3,1.9630442795440384
19882,703-004-5393,7194.6763,7,5,2,3.3779547232654266
20293,703-004-5390,5140.4043,5,3,2,4.252127558112074
20546,703-004-5381,7985.7515,4,3,1,0.5974246633251136
20626,703-004-5399,6341.684,2,0,2,0.27920371738274696
21016,703-004-5388,8454.883,1,1,0,0.3797614955655527
21456,703-004-5387,7362.1963,4,1,3,0.37982502895311754
21967,703-004-5390,1755.9438,4,1,3,1.5157433802002904
22438,703-004-5396,3031.8623,8,7,1,3.7837372162590186
22529,703-004-5387,3160.3015,1,1,0,0.5207664843707994
22629,703-004-5383,2391.8086,8,4,4,1.241296358294581
23054,703-004-5386,6423.316,2,1,1,0.7155986066634804
23236,703-004-5391,4226.203,6,3,3,0.8942174246278041
23382,703-004-5395,8774.641,4,3,1,1.1456260749219072
23462,703-004-5394,5935.1836,5,4,1,1.1986591567072407
23565,703-004-5387,3133.332,3,0,3,0.27920371738274696
23595,207-008-2398,1101.3466,4,2,2,1.5053873076465554
23645,703-004-5388,5125.7246,3,2,1,0.6078884534703812
23666,703-004-5383,9808.842,3,1,2,0.530466049136307
23889,703-004-5390,3151.9312,1,1,0,0.3978652972704144
23949,703-004-5383,1353.0237,8,4,4,1.3887745447504853
24285,703-004-5395,1303.4153,2,1,1,0.643110494117215
24580,207-008-2398,4426.6055,2,0,2,0.27920371738274696
24905,703-004-5396,4255.2905,4,4,0,1.7484386430785397
25155,703-004-5391,897.3849,4,2,2,0.6216424036965678
2530,703-004-5382,544.8997,3,3,0,2.0477034087975543
25375,703-004-5385,6755.3525,2,1,1,0.49594427901635596
25685,703-004-5391,8322.746,7,5,2,1.2317267070622824
25865,207-008-2399,4837.992,4,2,2,0.9011514583381008
26079,703-004-5380,2518.909,1,0,1,0.27920371738274696
26360,703-004-5393,8691.294,5,2,3,1.097031065002078
26456,207-008-2399,245.9234,8,4,4,2.237225344128942
26576,703-004-5382,920.9162,4,1,3,0.35831143730785864
26637,703-004-5396,7895.5015,5,2,3,2.45165495116128
26705,703-004-5396,6785.5366,4,3,1,1.2525961143848148
26958,703-004-5385,8856.789,4,2,2,0.8707998169442126
2696,703-004-5380,1586.0933,4,2,2,0.4873626274593861
2700,703-004-5395,4214.944,4,1,3,0.4900924003777182
27020,703-004-5395,1100.8536,10,5,5,4.483115926017223
2725,703-004-5391,8553.754,6,4,2,1.2814153932267565
27274,703-004-5392,9128.031,5,2,3,1.2323434719908875
27732,703-004-5395,6287.934,3,2,1,0.5869392871047254
27775,703-004-5387,3627.228,5,2,3,0.736891319474471
27841,703-004-5384,940.25073,3,2,1,1.0226222077235476
28060,703-004-5395,9312.555,7,4,3,1.6836536709230039
28148,703-004-5382,3452.4387,4,2,2,1.0558470862301177
28469,703-004-5391,7025.5635,3,1,2,0.8384793236657504
28600,703-004-5390,3976.565,1,1,0,0.8090978921349374
28610,703-004-5386,2409.2788,4,2,2,0.944091616941188
28707,703-004-5383,597.207,6,4,2,2.4610287298352045
2898,703-004-5383,6697.091,5,2,3,0.529017568510534
2917,703-004-5394,5415.434,5,1,4,1.3582806276264674
29301,703-004-5392,8092.5293,5,4,1,1.622683337642349
29380,703-004-5381,7875.7925,4,1,3,0.7147739572590095
29401,703-004-5385,3211.124,6,4,2,1.8278299745937345
29922,703-004-5395,3044.1343,4,2,2,0.6201763646572511
30005,703-004-5389,4197.632,5,2,3,0.7227366144829953
30088,703-004-5392,4348.634,4,4,0,2.1371509732223277
30155,703-004-5391,7300.5347,1,0,1,0.27920371738274696
30324,207-008-2399,5390.836,2,1,1,0.6092272261405764
30414,703-004-5392,7561.568,6,4,2,2.401553288563646
30723,703-004-5396,336.97665,5,3,2,3.481600733595666
30861,207-008-2398,8097.9614,2,1,1,0.7605604934747702
30982,703-004-5388,1152.8701,5,1,4,0.5874959722845222
31217,207-008-2399,305.3105,3,2,1,0.5676111891118565
31290,703-004-5399,9554.284,2,0,2,0.27920371738274696
31418,703-004-5393,3910.3467,4,2,2,0.605425882577553
31477,703-004-5393,8606.627,10,5,5,1.5328644651383514
31596,703-004-5383,4999.79,7,2,5,0.8158686682375403
31756,703-004-5391,5048.7446,6,4,2,2.1774004599928896
31922,207-008-2399,2637.7104,"","","",0.27920371738274696
3200,703-004-5385,3750.0864,"","","",0.27920371738274696
32052,703-004-5387,611.82794,2,2,0,0.6669699835256628
32119,703-004-5380,2014.3336,5,4,1,0.7475090966422883
32157,703-004-5391,9331.456,4,1,3,0.5248325535140732
32514,207-008-2398,1604.997,2,1,1,0.47751789378162657
32964,703-004-5395,8138.8228,3,3,0,1.2449747243651765
33098,703-004-5381,8299.415,1,1,0,0.478504659392099
33284,703-004-5380,6237.023,3,1,2,0.5806288514598988
33500,703-004-5392,3634.9343,4,4,0,1.3186514451348788
33521,703-004-5384,8110.1147,5,0,5,0.27920371738274696
33558,703-004-5399,7301.13,6,2,4,1.4303377398669883
33707,207-008-2398,3854.875,6,4,2,1.0980702468697217
33776,703-004-5398,2370.785,5,2,3,0.8762471097353227
34043,207-008-2398,4239.3076,2,1,1,1.0268405634686293
34057,703-004-5388,2837.5483,5,1,4,0.33853450732658075
34155,703-004-5394,3700.5288,2,1,1,0.8961160873363001
34211,703-004-5380,5884.058,2,2,0,1.1941901296051052
34362,703-004-5386,1242.8344,2,1,1,0.4546563997891524
34452,207-008-2399,5861.054,3,3,0,0.9482926021182873
34488,703-004-5388,878.8228,3,1,2,0.35834675325425375
34602,703-004-5388,2275.3113,"","","",0.27920371738274696
34622,703-004-5381,7855.0024,3,0,3,0.27920371738274696
34711,703-004-5382,6798.339,3,2,1,0.6556783505030946
34781,703-004-5393,7845.2046,2,0,2,0.27920371738274696
35046,207-008-2399,1100.9032,6,5,1,1.9490192783384785
35249,703-004-5382,9155.508,5,3,2,0.8171433714362771
3526,703-004-5380,6204.477,4,1,3,0.8919592643945584
35297,703-004-5383,4235.0293,6,3,3,1.792413935602278
35349,703-004-5392,9662.012,5,2,3,2.0133086341729207
35659,703-004-5389,4866.1465,4,1,3,1.504730104867213
35796,703-004-5386,1407.8497,6,4,2,1.7676179111097172
35973,703-004-5395,1793.3225,6,4,2,1.1516305524001964
36019,703-004-5393,82.04341,3,2,1,0.8465836405298743
36021,207-008-2398,8471.244,3,2,1,0.5368947013262968
36077,703-004-5398,4794.254,3,1,2,0.3640890016146154
36260,703-004-5387,9347.49,5,3,2,0.6639057954366888
36937,703-004-5385,7153.0645,3,1,2,0.49034488277051835
37228,703-004-5395,1539.7394,3,2,1,0.4711553036260335
37347,703-004-5384,588.4713,7,4,3,2.1554680389336918
37591,703-004-5391,5135.116,6,2,4,0.539712467515969
37835,703-004-5385,9683.894,4,3,1,0.8788022043230085
37911,703-004-5385,2455.3596,10,8,2,3.508449231498877
38084,703-004-5397,5205.804,7,5,2,1.7782187190481986
38129,703-004-5384,6205.234,7,5,2,1.5289781198263301
38205,703-004-5399,4067.7583,5,1,4,0.6299580769469874
3836,207-008-2398,7555.3394,6,4,2,3.4804517886493738
3838,703-004-5397,2664.618,9,4,5,1.51900236618554
38623,703-004-5391,7810.088,2,1,1,0.3187575773453028
38691,703-004-5394,8041.727,5,4,1,3.119253490819307
38875,703-004-5388,2634.9336,3,2,1,0.470070188800092
38961,703-004-5399,2521.1025,5,4,1,0.9572321246971381
39149,703-004-5397,6887.6465,5,2,3,0.8635991674260123
39166,703-004-5388,4610.483,6,1,5,0.8281241063977234
39305,703-004-5395,714.48206,4,2,2,0.8635730050322438
3949,703-004-5385,6884.2373,4,2,2,1.1941118856407298
40024,703-004-5386,6714.5015,6,3,3,1.3238149202417022
40084,703-004-5386,6263.084,2,1,1,0.38384586422702993
40094,703-004-5387,2430.222,5,3,2,3.3277893139075365
40242,703-004-5390,479.2416,2,1,1,0.4424511807565348
40856,703-004-5389,9689.97,2,0,2,0.27920371738274696
40862,207-008-2399,444.1744,5,3,2,1.0083365170991283
41075,703-004-5393,6660.8613,3,2,1,0.5361292098091751
41216,703-004-5394,1137.6608,4,3,1,3.9177482415304525
4127,703-004-5385,5106.6436,9,5,4,2.253751495881332
41286,703-004-5390,7221.4717,4,2,2,0.897288838314804
41414,703-004-5398,3774.4868,9,1,8,0.35831143730785864
41445,703-004-5398,3056.4856,3,2,1,1.0372660984833155
42440,703-004-5390,8035.6494,4,2,2,0.9219192613545238
42917,207-008-2398,9885.905,3,2,1,0.7321744186156538
43044,703-004-5392,4864.797,5,1,4,0.6334722904788371
43768,207-008-2398,8958.069,6,4,2,0.8633510792673031
43813,703-004-5388,3896.194,2,0,2,0.27920371738274696
43875,703-004-5383,3152.7139,5,3,2,0.6054778507650139
43999,703-004-5394,7761.612,6,4,2,1.1183012275712227
44259,207-008-2398,680.6457,3,2,1,0.7140056591140377
44261,207-008-2399,1667.9407,4,2,2,0.9410477973100129
44500,703-004-5392,5614.9214,3,3,0,2.2275773567782307
44681,703-004-5388,2039.8396,3,2,1,0.6828678060505909
44777,703-004-5387,4231.2153,"","","",0.27920371738274696
44821,703-004-5390,270.5097,5,5,0,1.7680152498623751
44848,703-004-5380,2.5880337,2,1,1,0.47188400338982145
45196,703-004-5395,914.2745,1,1,0,0.6463954240895929
45252,703-004-5386,7253.986,7,4,3,2.556514784527861
45264,703-004-5393,9889.608,4,1,3,0.32666834933781397
46592,703-004-5395,6520.436,5,4,1,1.1115577391929792
46599,703-004-5390,7275.0513,7,3,4,1.188182113830066
46665,703-004-5383,4577.2236,5,3,2,1.8795686311956252
46721,703-004-5387,1695.8434,5,3,2,2.305841502898862
46763,703-004-5387,705.66895,4,1,3,0.35534489781066697
46887,703-004-5399,7825.203,5,4,1,1.5757587563262678
46933,703-004-5395,4694.035,5,4,1,1.309899319615156
47069,703-004-5396,1092.6455,4,2,2,0.45719608721424815
47340,207-008-2399,6318.867,2,1,1,0.33853450732658075
47794,703-004-5389,2535.8962,5,4,1,2.6463913727772823
48420,703-004-5390,4455.898,3,1,2,0.46780362861457564
4850,703-004-5394,8396.61,4,3,1,0.9331773634160336
48539,703-004-5392,4768.4346,5,1,4,0.5277449322646693
48664,703-004-5399,9194.516,1,1,0,0.35535240244927596
48946,703-004-5390,667.2955,4,2,2,0.5181360755308502
48991,703-004-5398,4879.609,2,0,2,0.27920371738274696
49192,207-008-2399,94.62535,1,0,1,0.27920371738274696
49206,703-004-5382,1183.5461,2,2,0,0.4805205040109178
49280,703-004-5380,9665.3545,8,3,5,0.7603182096506268
49289,207-008-2398,5328.6333,6,5,1,1.6673848511013745
49901,703-004-5394,4100.0815,5,2,3,0.9829733708130834
49976,703-004-5387,6192.456,4,2,2,0.9682794823381773
5044,703-004-5382,2499.3127,4,1,3,0.35647959916834276
5181,703-004-5381,9877.324,3,2,1,0.4946117639222052
5316,703-004-5397,4986.4077,4,2,2,2.388282230159235
5757,703-004-5387,4059.5918,8,4,4,1.9442864539921014
5913,703-004-5384,6763.046,5,1,4,0.7395233128063625
6081,703-004-5382,9134.93,2,2,0,1.0461711215306302
666,703-004-5397,3975.5815,3,1,2,0.6467501540673151
6848,703-004-5396,5643.664,4,1,3,0.35831143730785864
6900,207-008-2398,8924.305,8,4,4,0.7975667165460374
6903,703-004-5382,4192.952,1,0,1,0.27920371738274696
7056,207-008-2398,5503.458,3,1,2,0.39062448423860546
7208,703-004-5391,7067.9106,7,3,4,1.103450177273788
7248,703-004-5399,4581.721,2,1,1,0.42017396362992965
7263,703-004-5399,7039.9355,6,3,3,0.9392721999445222
7301,703-004-5396,8555.636,5,4,1,3.566029716443236
7378,703-004-5383,2610.985,4,1,3,0.41599308199735396
7418,207-008-2398,8450.177,2,2,0,0.6076206341156914
7487,703-004-5384,9863.664,8,4,4,1.3841414823288578
7784,703-004-5399,536.3023,4,1,3,0.7329962140331312
8621,703-004-5387,2980.2185,1,1,0,0.3640994854823793
870,703-004-5397,9935.922,5,4,1,1.285574177691365
8763,703-004-5388,1290.8917,6,2,4,0.5911779862630802
8832,703-004-5389,3675.81,3,1,2,0.5585277372211875
919,703-004-5381,4036.8235,5,3,2,0.9903844498373335
926,703-004-5384,4849.4395,4,1,3,0.4375186492683901
10260,703-004-5390,7240.6616,2,1,1,0.3579972699595974
10365,703-004-5389,3272.4004,7,3,4,1.193310464440656
10487,703-004-5389,5417.531,7,5,2,1.7356662034983976
10523,703-004-5399,2319.3877,4,1,3,0.5019944421794941
10856,703-004-5389,6659.687,4,2,2,0.5895409373701944
1104,207-008-2398,8635.295,4,2,2,0.884683460406334
11058,703-004-5390,7600.626,7,6,1,2.0108783745944616
11578,703-004-5399,3556.6802,5,1,4,0.5422420883666191
11592,703-004-5389,1440.2837,3,0,3,0.27920371738274696
11600,703-004-5394,9232.55,3,0,3,0.27920371738274696
11929,703-004-5396,7383.6265,4,2,2,3.3549805211768495
11965,703-004-5383,3635.423,3,1,2,0.3978652972704144
11966,703-004-5380,5420.45,6,2,4,0.8941322552916859
12138,703-004-5393,8132.2134,10,5,5,1.2697569713735026
12274,703-004-5395,1727.5411,5,4,1,2.056677502174552
12437,207-008-2399,5.619526,5,3,2,2.4450215957291466
12531,207-008-2399,5054.931,4,3,1,2.3659860550640164
12643,703-004-5383,6612.621,2,1,1,0.38319081522430626
13030,703-004-5380,1417.0546,4,3,1,0.5898457695295493
13051,703-004-5384,1076.8092,6,5,1,5.15159237687801
13352,207-008-2399,4062.4739,8,7,1,2.0454228799901606
13406,703-004-5392,4879.413,5,4,1,2.5079936240447216
13451,703-004-5396,2711.7402,5,2,3,0.5362049224894534
1349,703-004-5389,659.97064,3,1,2,0.361814271523527
13512,703-004-5385,700.9435,7,5,2,1.41269112278079
13851,207-008-2399,5139.608,3,2,1,0.4601098741713286
13929,703-004-5395,593.83215,2,1,1,0.35114230018964543
14114,703-004-5397,3676.4575,2,0,2,0.27920371738274696
1418,703-004-5380,3887.0632,1,0,1,0.27920371738274696
14236,703-004-5394,753.7347,4,3,1,1.4970643328953337
14618,703-004-5398,4567.552,2,1,1,0.5417739835075591
14701,703-004-5396,2020.2393,5,2,3,1.169051795387423
14835,703-004-5387,2355.0767,2,0,2,0.27920371738274696
1485,703-004-5395,9315.672,3,1,2,0.5165268771580819
14896,703-004-5395,1332.2341,5,4,1,1.3185456247740965
14991,207-008-2398,9302.934,3,1,2,0.6421999681968696
15103,703-004-5381,4458.0186,3,3,0,1.0228852705443767
15114,703-004-5399,303.12897,5,3,2,0.5801954799199733
15203,703-004-5389,5607.3945,"","","",0.27920371738274696
15409,207-008-2398,1922.7267,6,3,3,0.6256431406046333
15845,703-004-5382,7364.724,6,3,3,0.8440424815937047
15972,703-004-5395,784.7035,6,4,2,0.9996677187472256
17033,207-008-2399,406.60263,6,3,3,3.1093395802506256
17211,703-004-5387,6122.0015,5,3,2,0.6635552827162996
17348,703-004-5389,1422.7944,2,0,2,0.27920371738274696
17744,207-008-2398,8986.488,2,0,2,0.27920371738274696
17946,207-008-2398,8935.08,5,1,4,0.6411324435243253
18223,703-004-5395,4041.9883,7,4,3,2.3739462549823127
18423,703-004-5385,2728.078,3,1,2,0.35831143730785864
18454,703-004-5394,1754.9467,2,0,2,0.27920371738274696
18746,703-004-5390,4333.486,3,1,2,1.1388041323716682
18918,207-008-2398,4797.6714,9,1,8,0.46276680624443767
19225,703-004-5399,3763.1816,3,0,3,0.27920371738274696
19269,703-004-5380,3863.1963,4,0,4,0.27920371738274696
19360,703-004-5382,816.6319,3,3,0,2.05531043981133
1956,703-004-5387,6356.706,3,1,2,1.4360453670786708
19717,703-004-5390,4768.889,3,2,1,0.575487305380949
19804,703-004-5395,9222.261,2,1,1,0.4497795654231317
20058,703-004-5395,5051.0273,6,5,1,1.7213455507213224
20096,703-004-5384,5049.162,3,1,2,0.4440938711016516
20372,703-004-5385,3500.8037,3,1,2,1.510687372512995
20387,703-004-5380,5338.184,5,3,2,0.8987212353052111
20433,703-004-5389,3646.528,2,1,1,0.7095422477538247
21247,703-004-5392,1586.8252,4,2,2,0.42619598997231545
21309,703-004-5383,9029.99,3,2,1,0.41764222725169237
21484,207-008-2399,4808.687,5,2,3,0.7461478108719383
21610,207-008-2399,340.26385,5,1,4,1.444376934041489
21745,703-004-5390,4686.4097,4,1,3,0.35831143730785864
21951,703-004-5382,115.768906,2,1,1,0.7219457345493073
2200,703-004-5397,6760.225,3,0,3,0.27920371738274696
22022,703-004-5389,7127.1313,2,2,0,0.6239038628721764
2249,703-004-5382,1170.3801,3,2,1,0.4976844155751256
22543,703-004-5391,3450.2488,8,2,6,1.3777781557955995
22800,703-004-5387,5663.4243,4,2,2,0.4453299292254814
23245,703-004-5380,3397.9404,1,1,0,0.6602557157970191
23749,703-004-5381,6920.9136,4,2,2,2.4303003850705474
23895,703-004-5389,1332.9243,6,5,1,2.610946932062983
2392,703-004-5391,8558.009,4,2,2,0.5348690154278912
23928,703-004-5392,3345.8066,6,3,3,1.2307304109418493
23934,703-004-5396,7006.7764,3,2,1,0.8923023474695306
24071,703-004-5387,1677.3749,5,3,2,0.8530220703535968
24477,703-004-5390,2575.6824,4,2,2,1.5510188658704729
24708,703-004-5382,6385.0312,2,2,0,1.0166174531877898
2531,703-004-5384,7844.0664,6,2,4,0.4999077767116307
25867,703-004-5399,9161.104,2,1,1,1.2506598799068853
26132,703-004-5392,6214.7266,7,5,2,1.4551845000442774
26142,703-004-5399,4807.1235,4,3,1,0.6964567750017813
26438,703-004-5395,426.0087,5,1,4,0.5042949907126473
26593,703-004-5380,2204.9148,4,3,1,0.8017251130755166
26629,703-004-5386,8063.15,1,0,1,0.27920371738274696
26979,207-008-2399,8755.216,5,5,0,2.361952857999907
2718,703-004-5382,6032.475,2,1,1,0.5333748454653474
272,703-004-5394,8068.616,2,1,1,0.7081182177543096
27330,703-004-5382,8818.321,8,4,4,1.3264920734489418
27357,703-004-5386,731.68335,6,4,2,1.4245967056591948
27398,703-004-5387,550.25934,7,4,3,2.0864086830120905
27458,703-004-5383,3102.907,"","","",0.27920371738274696
27554,703-004-5383,4696.7803,3,2,1,0.5578082278292352
27823,703-004-5393,5500.4907,6,1,5,0.6500549330770486
27836,703-004-5385,4564.4097,1,0,1,0.27920371738274696
28255,703-004-5387,6935.5254,2,1,1,1.968260030722213
28267,703-004-5396,209.1229,4,0,4,0.27920371738274696
28360,703-004-5394,9576.025,2,2,0,1.0136859929482962
28732,703-004-5382,1339.0935,7,1,6,0.5962910500071904
28811,703-004-5384,2302.5132,6,4,2,2.281548463326907
28914,703-004-5383,266.2146,7,3,4,1.7521580400248749
29143,703-004-5387,655.46515,5,2,3,0.7277485065859453
29251,703-004-5395,7119.1978,5,0,5,0.27920371738274696
2948,703-004-5383,734.59686,4,2,2,0.6814414950910784
29556,703-004-5394,4608.0913,3,3,0,1.728519053805466
2964,703-004-5382,9313.149,6,5,1,1.279382861966317
2980,703-004-5396,6864.8154,1,0,1,0.27920371738274696
30271,703-004-5389,3804.8857,2,0,2,0.27920371738274696
30644,207-008-2398,287.1567,4,2,2,0.5251990707046857
31051,703-004-5399,2911.418,2,1,1,0.7533394343815778
31491,703-004-5384,6457.5063,5,2,3,0.6650539641372092
31766,703-004-5384,5458.583,4,2,2,1.4638410342344215
31797,703-004-5381,847.7062,4,3,1,0.9855950240856413
31944,703-004-5397,6319.2876,6,4,2,3.059915897093467
32088,703-004-5385,7519.343,6,3,3,2.1384048896134473
32301,703-004-5390,7799.5566,6,3,3,2.098104885124803
3250,703-004-5387,6399.328,6,1,5,0.3978652972704144
32501,703-004-5396,6207.9453,2,1,1,0.5599041838977561
32637,703-004-5392,1001.6543,5,2,3,2.087959674570617
32986,703-004-5389,4400.3813,4,4,0,0.9231807900044857
33045,703-004-5383,9332.709,2,2,0,0.7018801227118955
33129,703-004-5392,7252.5776,3,3,0,1.2323331112023777
33187,703-004-5394,317.42395,7,4,3,1.837680647864579
33280,703-004-5393,360.2475,1,0,1,0.27920371738274696
33480,703-004-5383,4812.8765,4,3,1,2.257660225354778
33605,703-004-5388,7649.1987,6,5,1,1.480621371869977
3365,703-004-5386,4885.4805,2,1,1,0.49983564721262635
33690,703-004-5382,2877.103,6,2,4,0.5010184678977632
33760,703-004-5389,5687.128,5,3,2,0.8449507033723138
33837,703-004-5380,43.691994,5,1,4,0.49009912151852664
33880,703-004-5390,1049.5394,5,2,3,0.7742611225631552
3408,703-004-5381,3817.7668,4,2,2,1.3586898614342529
34399,703-004-5383,7898.2134,5,1,4,0.5099307855891967
34446,703-004-5382,1911.5531,8,4,4,1.0513050998637177
34615,703-004-5384,2785.0842,"","","",0.27920371738274696
34664,703-004-5381,4072.2566,4,3,1,1.0123468723699574
35017,703-004-5396,638.00214,3,1,2,1.0752581903509784
35124,207-008-2399,4587.652,2,1,1,0.37512182779194486
3641,703-004-5395,2712.096,10,7,3,4.959169959938904
3656,703-004-5394,7639.3823,4,2,2,0.47697301719552604
36799,703-004-5397,5887.286,3,2,1,0.8283243417200452
37046,703-004-5383,3289.5315,2,1,1,0.4127646943445581
37501,703-004-5391,9903.669,5,2,3,1.1601406441250837
37713,703-004-5385,4882.1914,4,1,3,0.789124507797434
37806,703-004-5391,7696.85,3,1,2,0.7845183716809758
37848,703-004-5398,8517.009,3,1,2,0.47146668087765975
37928,703-004-5381,3887.0925,4,3,1,2.3414085843806602
38265,703-004-5399,2692.2024,4,2,2,1.324860448502998
38740,703-004-5393,455.6751,3,2,1,2.4156841853812927
38798,703-004-5395,331.14017,2,1,1,0.48233715635662283
38890,703-004-5388,3712.6636,5,2,3,0.603515739068636
3891,703-004-5391,9124.8545,4,2,2,1.3635294669310818
38935,703-004-5385,4000.2412,2,1,1,0.5150611978041488
39025,207-008-2399,2021.8373,5,2,3,0.6277936995601267
39034,207-008-2399,5097.9307,7,4,3,1.5023543431999886
39123,703-004-5397,408.1875,5,3,2,0.772423144426993
39140,703-004-5387,4292.1157,2,2,0,0.8171205379397487
39176,703-004-5390,726.9102,1,0,1,0.27920371738274696
39379,703-004-5395,814.83124,5,3,2,0.8197884246498612
39689,703-004-5392,1043.8597,3,2,1,0.6144546964112424
39812,703-004-5385,5331.6665,2,1,1,0.48367869098164246
39889,703-004-5383,2693.6394,4,3,1,1.4470965307337256
40090,703-004-5383,6833.042,5,1,4,0.9489819609686402
40123,703-004-5394,8948.252,4,3,1,1.998323241364462
40256,703-004-5398,4337.6987,7,5,2,5.242865159300098
40716,703-004-5381,2573.939,5,3,2,0.5985571080440908
4078,703-004-5395,623.2369,7,3,4,3.9684177644361918
40909,703-004-5380,9355.605,8,4,4,0.9992505245441144
41084,703-004-5395,5657.83,10,5,5,2.3980411858169135
4118,703-004-5385,5491.4307,3,1,2,0.4173578022945238
41241,703-004-5395,5450.5337,4,2,2,0.6050600569688288
41351,703-004-5385,3415.0754,7,4,3,1.7357894135860397
41382,703-004-5383,8771.48,7,4,3,1.1400377744087182
41960,703-004-5389,7042.2617,7,3,4,1.8054822051025394
42043,703-004-5393,9493.314,5,2,3,0.9436326843265153
42093,703-004-5382,6316.6953,10,5,5,3.6898832559554884
42530,703-004-5389,1130.6733,4,1,3,0.3919322182760311
42591,703-004-5399,2534.3096,3,3,0,0.9952052945877702
42758,703-004-5398,4356.9224,4,2,2,0.954106253190683
42928,703-004-5389,4995.8906,5,2,3,1.0227216836105115
42960,703-004-5384,9844.664,6,2,4,0.7488997295557681
43029,703-004-5391,4889.204,2,1,1,0.35114230018964543
43054,703-004-5398,4825.162,5,4,1,1.7747255433078104
4315,703-004-5387,7572.026,5,5,0,1.9313017221294286
43194,703-004-5392,1943.5817,5,4,1,2.368401674330466
4333,703-004-5398,2315.166,1,0,1,0.27920371738274696
43673,207-008-2399,2689.9583,4,2,2,2.353047115301913
43770,703-004-5383,7941.8794,4,1,3,0.3600518071462111
