id,type,degree,inDegree,outDegree,pagerank
46444,703-004-5382,8,2,6,1.7352097628158205
46879,703-004-5390,5,3,2,0.7438912653982819
47268,703-004-5393,3,1,2,1.1834839923422804
47445,703-004-5394,4,2,2,0.934051105593577
47570,703-004-5389,5,2,3,1.4645947906892327
47877,703-004-5396,2,0,2,0.27920371738274696
48088,703-004-5380,3,2,1,0.902428340044123
48114,703-004-5399,4,2,2,0.619000068601823
4838,703-004-5395,6,2,4,0.7062689990261191
48393,703-004-5395,5,3,2,0.8190802767648533
48590,703-004-5383,2,0,2,0.27920371738274696
4894,703-004-5381,3,2,1,3.06521993190269
49137,703-004-5398,3,1,2,0.8996424324431791
49627,703-004-5396,3,1,2,0.6168838163999214
4975,703-004-5396,4,2,2,0.8175443495416572
49916,703-004-5389,2,1,1,0.4110187983571774
49960,703-004-5390,6,3,3,0.7815379984909971
49995,703-004-5386,4,1,3,0.5724173170781235
5023,703-004-5380,8,6,2,1.5617535812549064
5067,703-004-5383,3,1,2,0.3985613348434229
5149,703-004-5389,4,3,1,1.0124421685861162
5523,703-004-5395,5,4,1,1.9795486824097486
5613,703-004-5397,2,1,1,0.403045754207177
5657,703-004-5399,5,3,2,1.9026794955025563
6248,703-004-5396,5,2,3,0.7022119277095275
6366,207-008-2398,5,3,2,1.1133931127179728
6558,703-004-5388,3,0,3,0.27920371738274696
6797,703-004-5386,2,2,0,0.7100282383106707
7328,703-004-5392,3,1,2,0.36951836429724944
7362,703-004-5380,4,1,3,0.32666834933781397
7650,703-004-5386,6,5,1,3.6674924167803287
7655,703-004-5386,6,1,5,0.35114230018964543
7743,703-004-5390,5,4,1,1.749064311138215
7994,703-004-5393,5,4,1,1.7091608761271346
800,703-004-5399,2,1,1,0.5056619262496174
8092,703-004-5395,5,4,1,2.437061491508764
8306,703-004-5386,8,4,4,1.5628663391118047
8386,703-004-5380,6,0,6,0.27920371738274696
853,703-004-5392,6,3,3,1.176644074358792
8965,207-008-2398,7,3,4,0.9949054774625747
9003,703-004-5383,7,3,4,1.129360576788906
9032,703-004-5397,4,1,3,1.4923590763257928
9308,703-004-5395,6,3,3,1.2361675780992725
9407,207-008-2398,5,3,2,0.7859012387976042
944,703-004-5394,4,3,1,1.4415838846771571
9569,703-004-5385,2,2,0,1.1380572755686955
9630,703-004-5382,4,3,1,0.7693406729923414
9830,703-004-5382,9,5,4,1.8725876789914904
9975,703-004-5381,4,3,1,0.924573262741383
10195,703-004-5380,5,3,2,0.7721547012972776
10417,703-004-5398,5,1,4,0.6095190414160718
10481,703-004-5381,6,4,2,1.5425181917622959
10668,703-004-5393,6,1,5,0.7384052824635366
10805,703-004-5396,2,1,1,0.5728413535730214
10872,703-004-5382,5,4,1,2.5839466448696484
11002,703-004-5396,3,0,3,0.27920371738274696
11137,703-004-5394,7,5,2,2.096614753052235
11218,703-004-5382,2,1,1,0.5141805145979875
11698,207-008-2399,3,2,1,1.0041461012338115
11795,703-004-5384,4,2,2,0.7262360329563192
11847,703-004-5381,4,2,2,1.9724128281564903
11992,703-004-5380,8,4,4,1.4058216235786791
12860,703-004-5381,5,1,4,0.7848646893584033
13180,703-004-5387,5,3,2,0.9642934082604546
13276,703-004-5394,5,1,4,0.35831143730785864
13337,703-004-5396,3,1,2,1.13028365907552
13429,703-004-5393,3,1,2,0.35831143730785864
13655,703-004-5395,2,0,2,0.27920371738274696
13700,703-004-5399,6,2,4,1.451275600385405
13906,703-004-5397,3,0,3,0.27920371738274696
1445,703-004-5385,3,1,2,0.4230808829965438
14639,703-004-5399,4,1,3,0.5787034977350047
14654,703-004-5392,3,0,3,0.27920371738274696
14810,207-008-2399,6,3,3,0.7583929419568974
14861,703-004-5385,5,4,1,1.0781594867713926
1500,703-004-5392,7,5,2,1.7309135871066654
15446,703-004-5396,4,1,3,0.44094945253995643
15488,703-004-5384,4,2,2,0.7924517761175099
15515,703-004-5395,7,4,3,0.9977892730100871
15553,703-004-5385,2,2,0,0.8895580823610039
15829,703-004-5384,3,2,1,1.167944999860602
16133,703-004-5391,4,1,3,0.3957561907785922
16185,703-004-5396,1,1,0,0.5165268771580819
16273,703-004-5393,1,1,0,0.3870758832472951
16654,703-004-5398,3,2,1,1.1366960351658772
16798,703-004-5389,3,1,2,0.48178416743284647
16826,703-004-5387,5,2,3,0.47675721929364834
1695,703-004-5382,3,3,0,1.3578524120189417
17099,703-004-5381,2,1,1,0.5233512176544579
17168,703-004-5394,6,5,1,1.3547367353082842
17274,703-004-5380,7,4,3,1.8558431285303945
17375,703-004-5392,3,2,1,1.3980248763888914
17481,703-004-5389,3,1,2,0.7879398081965283
17491,703-004-5383,4,3,1,0.9969281244389824
17583,703-004-5391,6,5,1,1.8110283235707458
1773,703-004-5388,"","","",0.27920371738274696
17917,703-004-5389,7,4,3,2.3737165728340455
18012,703-004-5388,2,1,1,0.34560372750781243
18106,703-004-5388,4,3,1,2.391242519753279
18339,703-004-5396,6,2,4,1.3543985038351853
18351,703-004-5380,2,0,2,0.27920371738274696
18684,703-004-5387,2,1,1,0.4076219160611782
18750,703-004-5386,4,2,2,1.296550784908811
18768,703-004-5391,4,1,3,0.37314907902631234
18905,703-004-5395,4,1,3,0.3978652972704144
18925,703-004-5399,5,1,4,0.6641221056083588
1897,703-004-5384,"","","",0.27920371738274696
19253,703-004-5380,3,1,2,2.4227837366392055
1957,703-004-5393,4,2,2,1.161618224296734
20098,703-004-5398,6,4,2,1.8291601741664507
20183,703-004-5396,6,4,2,2.0461905461249064
20435,703-004-5389,4,2,2,0.9227777170567789
20592,703-004-5382,2,1,1,1.1897463438090727
20723,703-004-5387,2,0,2,0.27920371738274696
20856,703-004-5395,3,1,2,0.6411873344172868
20881,703-004-5396,"","","",0.27920371738274696
21117,703-004-5389,1,0,1,0.27920371738274696
21364,703-004-5391,2,1,1,1.6297676017183695
2161,703-004-5395,4,1,3,0.40538053066330004
21611,703-004-5384,1,1,0,0.6007733853100824
21714,703-004-5396,3,2,1,0.6078504801428607
22043,703-004-5384,3,2,1,0.9562003228566932
22415,703-004-5384,1,0,1,0.27920371738274696
22652,703-004-5398,11,6,5,3.90066517005227
22831,703-004-5388,5,1,4,0.5165268771580819
22919,703-004-5382,4,2,2,0.7588791838075454
22922,703-004-5395,1,1,0,0.33472744830518475
23343,703-004-5390,4,4,0,1.7684169448807774
23535,703-004-5392,3,1,2,0.47665791088860526
23947,703-004-5388,5,1,4,0.632310320125377
23959,703-004-5388,6,2,4,0.8608242255829068
24049,703-004-5393,7,4,3,1.7120311064203209
24244,703-004-5380,5,1,4,0.8928627287235933
24343,703-004-5382,5,4,1,1.8754640335841
24521,703-004-5385,4,2,2,2.0238561884767505
24754,703-004-5397,4,1,3,1.6960909256377423
24758,703-004-5393,"","","",0.27920371738274696
24873,703-004-5381,3,0,3,0.27920371738274696
25110,703-004-5395,5,4,1,1.6081646302380694
25122,703-004-5393,2,1,1,0.4953131445808774
25144,207-008-2398,7,5,2,1.159913279831844
25718,703-004-5386,6,3,3,0.7794483535717086
25994,703-004-5384,3,1,2,0.6072643235232773
26131,703-004-5390,1,1,0,0.554408750458251
26296,703-004-5384,1,1,0,2.5735179539381576
26415,703-004-5387,5,2,3,2.0184694794505984
26536,703-004-5389,4,3,1,0.6598256932818236
27014,703-004-5391,8,3,5,1.1544092285441232
27018,703-004-5393,3,2,1,0.6379107926596097
27025,703-004-5390,7,4,3,2.4998531134798196
27155,703-004-5382,5,1,4,0.9529325678410849
27200,207-008-2399,6,2,4,1.4021838190590958
27334,703-004-5393,5,0,5,0.27920371738274696
27557,703-004-5398,3,1,2,0.6888333796199657
27723,703-004-5388,2,2,0,2.087521408016212
27740,703-004-5385,4,3,1,0.9195445110838005
27746,703-004-5382,1,1,0,0.5354023491765262
27891,207-008-2398,5,2,3,1.0999803200524245
27923,703-004-5398,6,4,2,2.268096769977712
28034,703-004-5393,5,4,1,2.512527804044334
28180,703-004-5386,3,2,1,0.558239761136258
28251,703-004-5396,3,2,1,0.6345128419850595
28341,703-004-5387,2,0,2,0.27920371738274696
28695,703-004-5381,4,2,2,1.4662073065142285
28884,703-004-5398,4,2,2,0.5081056818303248
29092,703-004-5387,2,1,1,0.5612593661461721
29230,703-004-5382,2,2,0,0.7103407909746053
29353,703-004-5385,6,4,2,1.4490794491657293
29382,703-004-5385,5,1,4,0.3554141170656014
29525,703-004-5380,6,5,1,2.875933833352759
29733,703-004-5381,3,2,1,1.3278391018272762
29785,703-004-5389,5,1,4,0.3938510745439433
29827,703-004-5387,4,2,2,0.7034024659083253
29887,703-004-5399,3,1,2,0.48743765007961964
30239,703-004-5394,3,2,1,0.7055573677004612
30468,207-008-2399,5,2,3,0.5993383493422952
3057,703-004-5399,3,2,1,0.9621947072384166
30625,703-004-5380,"","","",0.27920371738274696
307,703-004-5389,5,4,1,1.3124440916440308
30710,703-004-5396,3,0,3,0.27920371738274696
30760,703-004-5381,6,3,3,0.9255546926930509
31224,703-004-5387,7,2,5,0.47666400266456865
31641,703-004-5389,3,1,2,0.8760701508275106
3167,703-004-5386,3,0,3,0.27920371738274696
31760,703-004-5382,6,4,2,1.8368849057383891
31849,703-004-5385,1,0,1,0.27920371738274696
31894,703-004-5392,4,1,3,1.5661164113420094
31918,703-004-5380,1,1,0,0.6103816292023522
32018,703-004-5390,1,1,0,0.6132803778624543
32201,703-004-5382,7,3,4,0.6054512710870953
32373,703-004-5381,5,2,3,0.9503736084998856
32757,703-004-5393,4,2,2,0.41764222725169237
32873,703-004-5381,4,2,2,0.8340954027465826
32962,703-004-5396,5,1,4,0.7557039138565006
32975,703-004-5394,1,1,0,3.00743339569921
33115,703-004-5399,4,0,4,0.27920371738274696
33853,703-004-5380,2,2,0,1.164348342018772
33864,703-004-5386,6,4,2,2.440175591706629
33959,703-004-5398,3,1,2,0.37130319863989697
34044,207-008-2399,4,2,2,0.6738723346915207
34100,703-004-5392,5,4,1,0.9260409069212066
34498,703-004-5385,1,0,1,0.27920371738274696
34520,703-004-5398,6,2,4,1.6162300917521895
34749,703-004-5392,14,8,6,2.4618852311425385
34760,703-004-5382,8,2,6,1.2814474620917837
34809,207-008-2398,2,1,1,0.32537964429389504
34848,703-004-5381,4,1,3,0.3978652972704144
34874,703-004-5381,6,3,3,1.8712918922449264
3491,703-004-5388,3,1,2,0.41396936477997903
34960,703-004-5393,5,2,3,0.5345446966963201
34989,703-004-5383,3,2,1,0.8460048356844394
35523,703-004-5382,6,3,3,2.3534108035854673
35563,703-004-5382,2,1,1,0.711155452720802
35780,703-004-5399,4,2,2,0.952690250300019
35915,703-004-5390,4,4,0,1.6054422345544108
35931,703-004-5383,5,2,3,1.0716697050357344
35976,703-004-5398,5,1,4,1.2604367658490254
36159,207-008-2398,5,1,4,0.5669580486103406
36243,703-004-5387,4,3,1,1.9589965095270683
36610,703-004-5391,4,2,2,1.384785023875331
36678,703-004-5398,7,5,2,1.1385091501806146
36719,703-004-5388,3,1,2,0.38291350043398287
36744,703-004-5381,3,2,1,0.49981756224159846
36807,703-004-5394,4,2,2,1.3252370872675379
36885,703-004-5397,3,3,0,1.0040886816033732
37089,703-004-5395,3,1,2,1.12862015625178
37121,703-004-5386,"","","",0.27920371738274696
37136,703-004-5389,4,2,2,1.1935485232436245
37152,703-004-5391,10,4,6,2.8713694693220457
37712,207-008-2399,5,2,3,0.6998962028330866
38015,703-004-5380,3,2,1,1.0810746614436122
38047,703-004-5392,4,3,1,1.3001704839152672
38269,703-004-5386,4,1,3,0.3978652972704144
38341,703-004-5390,7,2,5,0.5707991221201072
38448,703-004-5398,1,1,0,0.5235039327300396
38766,207-008-2398,5,3,2,0.5896454834538633
38895,703-004-5392,6,2,4,0.6906772011411556
3895,703-004-5392,6,1,5,0.8492160701392018
3898,703-004-5399,3,1,2,0.44530695914534696
3902,703-004-5398,3,3,0,2.6242448837875876
39052,703-004-5380,6,3,3,1.8699659606941148
39094,703-004-5387,5,3,2,1.1528870336215475
39336,703-004-5380,3,3,0,0.9219526849177065
39403,703-004-5398,5,2,3,1.1601721466821795
39548,703-004-5387,2,1,1,0.5697292516104518
39608,703-004-5391,5,2,3,0.9809111382042248
39727,703-004-5397,8,5,3,2.0104372898542158
39827,703-004-5380,5,3,2,1.162600144008965
39904,703-004-5393,4,2,2,0.9351536640726642
3993,703-004-5396,4,3,1,0.7458768714432616
39959,703-004-5391,6,4,2,0.9636934719497684
39967,703-004-5387,3,2,1,0.7663149092091984
40145,207-008-2399,4,2,2,2.653735733333915
40272,703-004-5399,4,3,1,3.5705579418333535
40377,703-004-5384,2,1,1,0.4446653678889136
40448,703-004-5397,3,2,1,1.248679266736563
40552,703-004-5387,4,2,2,0.6010732528280449
40620,703-004-5392,7,3,4,1.1529328239080479
40926,703-004-5393,2,0,2,0.27920371738274696
40984,703-004-5389,5,3,2,0.8355801322404843
41680,703-004-5383,4,3,1,1.2107662248140345
41964,703-004-5390,6,4,2,2.576313978934515
42088,703-004-5389,3,3,0,1.5559335259798226
42158,703-004-5391,2,2,0,0.9622208458784137
42404,207-008-2398,6,3,3,0.946503015740608
4262,703-004-5396,4,1,3,0.8836334068435222
42751,703-004-5381,1,0,1,0.27920371738274696
42974,703-004-5384,5,2,3,0.43869367695897993
43114,703-004-5383,6,2,4,1.0873108931372513
43185,703-004-5397,3,1,2,0.40482056232525676
43336,703-004-5382,5,1,4,0.5284445165851658
43375,703-004-5397,5,4,1,0.9783663984877503
43429,703-004-5392,4,1,3,0.4235721677678489
43491,703-004-5389,5,1,4,0.4978871206507275
43607,703-004-5382,6,2,4,1.0027493935417437
43680,703-004-5389,4,3,1,0.9765032131181978
43826,703-004-5384,3,1,2,0.3978652972704144
44364,703-004-5380,9,4,5,1.1944957077782872
44373,703-004-5392,6,4,2,2.4216075117319367
44473,703-004-5396,4,3,1,1.1523926500404689
4464,703-004-5393,6,1,5,1.591879156345468
44770,703-004-5384,4,3,1,1.4570842091881049
44860,703-004-5386,5,4,1,2.1743118661391234
44865,207-008-2399,4,1,3,1.3972445343891242
44942,703-004-5398,5,1,4,0.5616615395497295
44988,703-004-5390,4,1,3,0.3187575773453028
45150,703-004-5380,3,1,2,0.3978652972704144
45219,703-004-5393,6,4,2,2.9631050333620306
45604,703-004-5395,7,5,2,1.9622473065660953
45757,703-004-5396,1,1,0,0.4814365897196228
4594,703-004-5395,3,1,2,0.9807290082915677
45978,703-004-5391,4,2,2,1.7115790828488715
46033,703-004-5384,9,7,2,2.332743455609857
46084,703-004-5399,2,0,2,0.27920371738274696
46187,703-004-5384,5,0,5,0.27920371738274696
46283,703-004-5394,2,0,2,0.27920371738274696
46392,703-004-5396,3,0,3,0.27920371738274696
46614,207-008-2399,5,4,1,1.1119197125275564
46640,703-004-5398,7,2,5,1.0490784733470613
46672,703-004-5393,2,2,0,1.2350445510400545
46906,207-008-2398,4,3,1,3.159609457265025
46927,703-004-5399,3,2,1,1.5229507141413297
475,207-008-2398,4,3,1,1.8321029821222272
47538,703-004-5383,2,1,1,0.8758512941031626
47593,703-004-5389,2,1,1,0.6607154727838894
47624,703-004-5394,3,0,3,0.27920371738274696
47733,703-004-5398,5,1,4,0.4228388042112697
48099,703-004-5391,5,3,2,2.1645741583878615
48160,703-004-5380,5,1,4,0.33853450732658075
48184,703-004-5387,3,2,1,0.4975686706921542
48325,703-004-5398,3,0,3,0.27920371738274696
48335,703-004-5384,3,2,1,0.967214866399367
48495,703-004-5397,3,2,1,1.6744116227226153
48534,703-004-5381,4,3,1,1.6476426717278787
48727,703-004-5393,4,3,1,0.9717742272067421
48796,703-004-5380,2,2,0,0.7801423433933093
48842,703-004-5399,9,3,6,0.7239792373727155
48961,703-004-5384,3,0,3,0.27920371738274696
49145,703-004-5384,1,1,0,1.8351399631345247
5048,703-004-5396,1,0,1,0.27920371738274696
5052,207-008-2398,5,1,4,0.5252797188383539
5134,703-004-5388,5,1,4,0.38625824453236074
5450,703-004-5395,6,3,3,0.5305069021191088
574,703-004-5389,5,3,2,1.2839404822238378
5986,703-004-5391,7,4,3,1.8543848469999031
6033,207-008-2398,5,3,2,1.9942977806542337
613,703-004-5399,8,5,3,1.5777981967781236
6348,703-004-5386,5,2,3,0.7190608128686619
6402,703-004-5389,4,0,4,0.27920371738274696
6464,703-004-5386,"","","",0.27920371738274696
6758,703-004-5394,7,1,6,0.39226842608571283
7013,703-004-5385,2,1,1,0.35790687720067654
7014,703-004-5388,2,1,1,0.5165268771580819
7093,207-008-2398,4,3,1,2.6114775521662428
718,703-004-5393,1,0,1,0.27920371738274696
7316,703-004-5380,2,0,2,0.27920371738274696
7541,703-004-5387,4,3,1,1.402057228976813
7544,703-004-5390,3,1,2,1.044240756533327
7574,703-004-5390,7,4,3,1.3703524808624494
8082,703-004-5385,3,2,1,0.9095339678144789
8179,703-004-5392,4,1,3,1.135277076882075
8279,703-004-5399,4,1,3,0.36112964983019075
8502,703-004-5397,1,1,0,0.6575509150985642
8701,703-004-5384,4,1,3,0.5933438605689214
8744,703-004-5383,2,1,1,1.2039755540435124
9043,703-004-5388,4,1,3,0.6162644622786899
9109,207-008-2398,4,2,2,0.5984831679778456
9686,703-004-5380,5,2,3,0.809273734642598
9911,703-004-5395,5,4,1,1.800503285594328
1008,207-008-2399,5,1,4,0.4300920614290924
10228,703-004-5383,6,2,4,0.6836392914268009
10346,703-004-5391,2,2,0,0.7343834782423234
10407,703-004-5396,2,0,2,0.27920371738274696
10484,703-004-5395,1,1,0,0.35831143730785864
10512,703-004-5395,3,3,0,1.2502116588639391
10557,703-004-5385,4,3,1,1.2043950540686035
10563,703-004-5397,4,1,3,0.5652647812846929
10676,703-004-5381,3,2,1,1.7985912219149116
11150,703-004-5380,6,5,1,3.2347018670259744
11405,703-004-5390,1,0,1,0.27920371738274696
11534,703-004-5397,5,3,2,1.9303540896429132
11863,703-004-5391,6,2,4,1.781963198544903
11945,703-004-5396,5,1,4,0.8001962401201277
12081,703-004-5387,5,2,3,1.3051157023359257
12215,207-008-2399,1,1,0,0.4996423624375425
12498,703-004-5394,4,2,2,1.1167084234612743
12680,703-004-5393,5,3,2,1.4959086544091518
12880,703-004-5382,4,2,2,0.6883365816778142
12881,703-004-5380,1,1,0,0.5741481760911991
12937,703-004-5389,3,2,1,1.812344048444419
1305,703-004-5380,2,0,2,0.27920371738274696
13065,703-004-5392,6,4,2,2.578597401457489
13116,703-004-5392,4,1,3,0.48262538738998767
13328,703-004-5398,6,0,6,0.27920371738274696
13520,703-004-5387,2,1,1,0.4051493877941439
13636,703-004-5390,4,2,2,0.9308951204857722
13889,207-008-2398,3,2,1,0.49780828085784573
14232,703-004-5391,4,2,2,1.6419859070403107
14331,207-008-2399,3,3,0,1.8778641363940716
1435,703-004-5392,5,1,4,0.5134309631673386
14613,703-004-5399,5,2,3,0.672740888807036
14659,207-008-2399,4,1,3,0.41593152280831186
14672,703-004-5384,3,1,2,0.3978652972704144
14868,703-004-5389,9,6,3,2.6381173081517493
